trial,observer,session,scene,condition_1,condition_2,selected
376,priyanka,S,Blob,Nearest_Skip1,Interpolation_Skip1,2
377,priyanka,S,ArtGallery2zoom,Interpolation_Skip24,Linear_Skip24,2
378,priyanka,S,Furniture3,Interpolation_Skip24,Nearest_Skip24,2
379,priyanka,S,Furniture1,Nearest_Skip24,Interpolation_Skip24,1
380,priyanka,S,Blob,Nearest_Skip4,Interpolation_Skip4,2
381,priyanka,S,Furniture1,Nearest_Skip1,Interpolation_Skip1,2
382,priyanka,S,Furniture1,Linear_Skip10,Linear_Skip24,1
383,priyanka,S,ArtGallery2zoom,Linear_Skip10,Interpolation_Skip10,1
384,priyanka,S,Blob,Nearest_Skip10,Linear_Skip10,1
385,priyanka,S,ArtGallery2,Linear_Skip24,Nearest_Skip24,2
386,priyanka,S,Furniture3,Interpolation_Skip4,Linear_Skip4,2
387,priyanka,S,Furniture3,Reference_Skip0,Interpolation_Skip1,2
388,priyanka,S,ArtGallery2zoom,Nearest_Skip1,Linear_Skip1,1
389,priyanka,S,ArtGallery2,Nearest_Skip4,Linear_Skip4,1
390,priyanka,S,Furniture3,Nearest_Skip10,Interpolation_Skip10,1
391,priyanka,S,ArtGallery2,Linear_Skip1,Linear_Skip4,1
392,priyanka,S,Blob,Nearest_Skip10,Nearest_Skip4,2
393,priyanka,S,Furniture3,Linear_Skip1,Linear_Skip4,1
394,priyanka,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip24,2
395,priyanka,S,Blob,Linear_Skip24,Nearest_Skip24,2
396,priyanka,S,Furniture1,Interpolation_Skip1,Linear_Skip1,2
397,priyanka,S,Blob,Linear_Skip1,Reference_Skip0,2
398,priyanka,S,ArtGallery2zoom,Linear_Skip24,Nearest_Skip24,2
399,priyanka,S,ArtGallery2,Nearest_Skip1,Reference_Skip0,2
400,priyanka,S,Blob,Nearest_Skip10,Nearest_Skip24,2
401,priyanka,S,Blob,Nearest_Skip10,Interpolation_Skip10,1
402,priyanka,S,ArtGallery2,Linear_Skip10,Linear_Skip24,1
403,priyanka,S,Furniture1,Nearest_Skip4,Interpolation_Skip4,2
404,priyanka,S,Blob,Linear_Skip10,Linear_Skip4,2
405,priyanka,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip4,2
406,priyanka,S,Furniture1,Nearest_Skip4,Nearest_Skip1,2
407,priyanka,S,Blob,Interpolation_Skip24,Linear_Skip24,2
408,priyanka,S,Furniture1,Interpolation_Skip10,Nearest_Skip10,2
409,priyanka,S,ArtGallery2,Interpolation_Skip1,Interpolation_Skip4,2
410,priyanka,S,Furniture1,Linear_Skip10,Interpolation_Skip10,1
411,priyanka,S,Blob,Linear_Skip4,Nearest_Skip4,2
412,priyanka,S,Furniture1,Linear_Skip4,Linear_Skip1,2
413,priyanka,S,ArtGallery2zoom,Nearest_Skip1,Interpolation_Skip1,2
414,priyanka,S,Furniture3,Linear_Skip24,Nearest_Skip24,2
415,priyanka,S,Furniture3,Linear_Skip10,Linear_Skip24,1
416,priyanka,S,Furniture3,Linear_Skip1,Nearest_Skip1,2
417,priyanka,S,Furniture1,Linear_Skip1,Reference_Skip0,2
418,priyanka,S,Furniture3,Interpolation_Skip1,Interpolation_Skip4,1
419,priyanka,S,Furniture1,Nearest_Skip24,Linear_Skip24,1
420,priyanka,S,Furniture3,Nearest_Skip24,Nearest_Skip10,2
421,priyanka,S,Furniture3,Interpolation_Skip24,Linear_Skip24,2
422,priyanka,S,ArtGallery2,Nearest_Skip10,Nearest_Skip4,2
423,priyanka,S,Blob,Interpolation_Skip1,Linear_Skip1,1
424,priyanka,S,ArtGallery2zoom,Interpolation_Skip24,Interpolation_Skip10,2
425,priyanka,S,ArtGallery2zoom,Interpolation_Skip24,Nearest_Skip24,2
426,priyanka,S,Furniture1,Interpolation_Skip24,Interpolation_Skip10,2
427,priyanka,S,Blob,Reference_Skip0,Interpolation_Skip1,1
428,priyanka,S,Furniture1,Nearest_Skip10,Nearest_Skip4,2
429,priyanka,S,Furniture1,Interpolation_Skip4,Interpolation_Skip1,1
430,priyanka,S,ArtGallery2zoom,Interpolation_Skip10,Nearest_Skip10,2
431,priyanka,S,Blob,Interpolation_Skip4,Interpolation_Skip10,1
432,priyanka,S,ArtGallery2,Linear_Skip10,Interpolation_Skip10,2
433,priyanka,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip4,2
434,priyanka,S,Blob,Linear_Skip24,Linear_Skip10,2
435,priyanka,S,ArtGallery2zoom,Nearest_Skip1,Nearest_Skip4,2
436,priyanka,S,Blob,Reference_Skip0,Nearest_Skip1,2
437,priyanka,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,2
438,priyanka,S,ArtGallery2zoom,Interpolation_Skip1,Interpolation_Skip4,1
439,priyanka,S,Furniture3,Linear_Skip10,Linear_Skip4,2
440,priyanka,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,2
441,priyanka,S,Blob,Nearest_Skip24,Interpolation_Skip24,1
442,priyanka,S,ArtGallery2,Nearest_Skip24,Nearest_Skip10,2
443,priyanka,S,Furniture3,Interpolation_Skip10,Linear_Skip10,2
444,priyanka,S,Blob,Interpolation_Skip24,Interpolation_Skip10,2
445,priyanka,S,Furniture3,Nearest_Skip10,Nearest_Skip4,2
446,priyanka,S,ArtGallery2,Nearest_Skip1,Interpolation_Skip1,2
447,priyanka,S,Blob,Nearest_Skip1,Nearest_Skip4,1
448,priyanka,S,Blob,Nearest_Skip1,Linear_Skip1,2
449,priyanka,S,Blob,Linear_Skip4,Linear_Skip1,2
450,priyanka,S,Furniture3,Interpolation_Skip4,Interpolation_Skip10,1
451,priyanka,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip1,2
452,priyanka,S,Furniture3,Linear_Skip4,Nearest_Skip4,2
453,priyanka,S,ArtGallery2,Nearest_Skip10,Interpolation_Skip10,2
454,priyanka,S,ArtGallery2,Linear_Skip10,Nearest_Skip10,2
455,priyanka,S,ArtGallery2zoom,Linear_Skip1,Interpolation_Skip1,2
456,priyanka,S,ArtGallery2,Nearest_Skip24,Interpolation_Skip24,1
457,priyanka,S,Blob,Interpolation_Skip4,Linear_Skip4,1
458,priyanka,S,Furniture3,Linear_Skip1,Reference_Skip0,2
459,priyanka,S,ArtGallery2zoom,Reference_Skip0,Linear_Skip1,1
460,priyanka,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip10,1
461,priyanka,S,Furniture3,Interpolation_Skip1,Linear_Skip1,1
462,priyanka,S,ArtGallery2,Interpolation_Skip1,Reference_Skip0,2
463,priyanka,S,ArtGallery2zoom,Linear_Skip24,Linear_Skip10,2
464,priyanka,S,ArtGallery2,Nearest_Skip4,Nearest_Skip1,2
465,priyanka,S,Furniture1,Linear_Skip4,Linear_Skip10,1
466,priyanka,S,Furniture1,Nearest_Skip1,Reference_Skip0,2
467,priyanka,S,ArtGallery2zoom,Reference_Skip0,Interpolation_Skip1,1
468,priyanka,S,ArtGallery2zoom,Reference_Skip0,Nearest_Skip1,1
469,priyanka,S,Furniture1,Interpolation_Skip4,Interpolation_Skip10,1
470,priyanka,S,Furniture1,Nearest_Skip1,Linear_Skip1,2
471,priyanka,S,Furniture3,Nearest_Skip1,Reference_Skip0,2
472,priyanka,S,Furniture3,Interpolation_Skip1,Nearest_Skip1,1
473,priyanka,S,ArtGallery2,Interpolation_Skip24,Interpolation_Skip10,2
474,priyanka,S,ArtGallery2,Nearest_Skip4,Interpolation_Skip4,2
475,priyanka,S,Furniture3,Linear_Skip10,Nearest_Skip10,2
476,priyanka,S,Furniture3,Interpolation_Skip4,Nearest_Skip4,2
477,priyanka,S,Furniture1,Linear_Skip10,Nearest_Skip10,2
478,priyanka,S,Furniture3,Nearest_Skip1,Nearest_Skip4,1
479,priyanka,S,Furniture1,Nearest_Skip10,Nearest_Skip24,1
480,priyanka,S,Furniture1,Reference_Skip0,Interpolation_Skip1,2
481,Medha,S,Furniture3,Linear_Skip1,Interpolation_Skip1,2
482,Medha,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,2
483,Medha,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip1,2
484,Medha,S,ArtGallery2,Nearest_Skip1,Interpolation_Skip1,1
485,Medha,S,ArtGallery2,Reference_Skip0,Interpolation_Skip1,1
486,Medha,S,ArtGallery2zoom,Reference_Skip0,Interpolation_Skip1,2
487,Medha,S,ArtGallery2zoom,Reference_Skip0,Nearest_Skip1,2
488,Medha,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,1
489,Medha,S,Furniture3,Interpolation_Skip4,Linear_Skip4,1
490,Medha,S,Blob,Nearest_Skip10,Linear_Skip10,2
491,Medha,S,Furniture1,Nearest_Skip10,Linear_Skip10,2
492,Medha,S,ArtGallery2zoom,Interpolation_Skip1,Linear_Skip1,1
493,Medha,S,ArtGallery2,Nearest_Skip4,Interpolation_Skip4,2
494,Medha,S,ArtGallery2zoom,Linear_Skip10,Linear_Skip24,1
495,Medha,S,ArtGallery2,Linear_Skip10,Nearest_Skip10,2
496,Medha,S,Blob,Linear_Skip10,Interpolation_Skip10,2
497,Medha,S,ArtGallery2zoom,Nearest_Skip10,Interpolation_Skip10,2
498,Medha,S,ArtGallery2,Linear_Skip24,Nearest_Skip24,1
499,Medha,S,Furniture1,Interpolation_Skip10,Interpolation_Skip4,1
500,Medha,S,Furniture1,Interpolation_Skip1,Interpolation_Skip4,2
501,Medha,S,ArtGallery2,Linear_Skip1,Linear_Skip4,1
502,Medha,S,ArtGallery2zoom,Interpolation_Skip24,Nearest_Skip24,1
503,Medha,S,ArtGallery2zoom,Nearest_Skip24,Linear_Skip24,1
504,Medha,S,Blob,Linear_Skip4,Nearest_Skip4,1
505,Medha,S,ArtGallery2zoom,Nearest_Skip1,Nearest_Skip4,1
506,Medha,S,ArtGallery2,Nearest_Skip1,Linear_Skip1,2
507,Medha,S,Furniture3,Nearest_Skip4,Linear_Skip4,1
508,Medha,S,ArtGallery2,Linear_Skip4,Linear_Skip10,1
509,Medha,S,Blob,Linear_Skip4,Linear_Skip10,1
510,Medha,S,Blob,Interpolation_Skip4,Nearest_Skip4,2
511,Medha,S,Furniture1,Nearest_Skip4,Nearest_Skip10,1
512,Medha,S,ArtGallery2zoom,Linear_Skip1,Reference_Skip0,1
513,Medha,S,ArtGallery2zoom,Linear_Skip1,Linear_Skip4,1
514,Medha,S,Blob,Interpolation_Skip24,Nearest_Skip24,2
515,Medha,S,Blob,Linear_Skip1,Reference_Skip0,1
516,Medha,S,Furniture1,Reference_Skip0,Nearest_Skip1,1
517,Medha,S,Blob,Linear_Skip1,Linear_Skip4,1
518,Medha,S,Furniture3,Interpolation_Skip24,Linear_Skip24,1
519,Medha,S,Furniture1,Linear_Skip4,Linear_Skip10,1
520,Medha,S,Blob,Nearest_Skip1,Linear_Skip1,2
521,Medha,S,Furniture3,Nearest_Skip10,Interpolation_Skip10,1
522,Medha,S,Furniture3,Nearest_Skip24,Interpolation_Skip24,1
523,Medha,S,Furniture1,Linear_Skip1,Linear_Skip4,2
524,Medha,S,Furniture3,Interpolation_Skip1,Reference_Skip0,1
525,Medha,S,ArtGallery2,Linear_Skip4,Nearest_Skip4,1
526,Medha,S,Blob,Reference_Skip0,Interpolation_Skip1,2
527,Medha,S,Furniture3,Linear_Skip10,Linear_Skip4,2
528,Medha,S,Furniture1,Interpolation_Skip1,Linear_Skip1,1
529,Medha,S,Furniture1,Linear_Skip10,Linear_Skip24,1
530,Medha,S,Furniture3,Nearest_Skip24,Linear_Skip24,1
531,Medha,S,Furniture1,Interpolation_Skip24,Nearest_Skip24,1
532,Medha,S,Furniture3,Interpolation_Skip10,Linear_Skip10,1
533,Medha,S,Blob,Nearest_Skip10,Nearest_Skip4,2
534,Medha,S,Blob,Interpolation_Skip24,Interpolation_Skip10,2
535,Medha,S,ArtGallery2,Interpolation_Skip10,Linear_Skip10,1
536,Medha,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip10,1
537,Medha,S,ArtGallery2,Nearest_Skip24,Interpolation_Skip24,2
538,Medha,S,Furniture1,Nearest_Skip1,Nearest_Skip4,1
539,Medha,S,Furniture3,Linear_Skip1,Nearest_Skip1,1
540,Medha,S,Furniture3,Nearest_Skip1,Interpolation_Skip1,2
541,Medha,S,ArtGallery2zoom,Interpolation_Skip10,Linear_Skip10,1
542,Medha,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip4,2
543,Medha,S,Furniture3,Interpolation_Skip4,Interpolation_Skip1,1
544,Medha,S,ArtGallery2zoom,Linear_Skip1,Nearest_Skip1,1
545,Medha,S,ArtGallery2zoom,Nearest_Skip24,Nearest_Skip10,2
546,Medha,S,ArtGallery2zoom,Linear_Skip4,Interpolation_Skip4,2
547,Medha,S,Furniture3,Nearest_Skip4,Nearest_Skip1,2
548,Medha,S,Furniture3,Interpolation_Skip24,Interpolation_Skip10,2
549,Medha,S,ArtGallery2,Reference_Skip0,Nearest_Skip1,1
550,Medha,S,Blob,Linear_Skip24,Interpolation_Skip24,2
551,Medha,S,Furniture1,Nearest_Skip1,Interpolation_Skip1,2
552,Medha,S,ArtGallery2zoom,Interpolation_Skip1,Nearest_Skip1,1
553,Medha,S,Blob,Interpolation_Skip10,Interpolation_Skip4,2
554,Medha,S,Furniture1,Nearest_Skip24,Linear_Skip24,2
555,Medha,S,Furniture3,Interpolation_Skip4,Nearest_Skip4,1
556,Medha,S,Furniture3,Nearest_Skip10,Nearest_Skip24,1
557,Medha,S,Furniture3,Nearest_Skip10,Linear_Skip10,1
558,Medha,S,ArtGallery2,Interpolation_Skip4,Linear_Skip4,1
559,Medha,S,Blob,Interpolation_Skip4,Linear_Skip4,2
560,Medha,S,Furniture3,Linear_Skip1,Reference_Skip0,2
561,Medha,S,ArtGallery2zoom,Interpolation_Skip24,Linear_Skip24,1
562,Medha,S,Furniture3,Linear_Skip24,Linear_Skip10,2
563,Medha,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,2
564,Medha,S,ArtGallery2,Nearest_Skip24,Nearest_Skip10,2
565,Medha,S,Blob,Nearest_Skip10,Interpolation_Skip10,2
566,Medha,S,Furniture1,Linear_Skip1,Nearest_Skip1,1
567,Medha,S,ArtGallery2,Interpolation_Skip24,Interpolation_Skip10,2
568,Medha,S,Furniture1,Interpolation_Skip4,Linear_Skip4,1
569,Medha,S,Furniture1,Interpolation_Skip4,Nearest_Skip4,1
570,Medha,S,Furniture3,Nearest_Skip4,Nearest_Skip10,1
571,Medha,S,ArtGallery2,Interpolation_Skip24,Linear_Skip24,1
572,Medha,S,Furniture1,Linear_Skip24,Interpolation_Skip24,2
573,Medha,S,ArtGallery2,Interpolation_Skip1,Interpolation_Skip4,1
574,Medha,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip24,1
575,Medha,S,ArtGallery2,Nearest_Skip1,Nearest_Skip4,1
576,Medha,S,Furniture1,Interpolation_Skip10,Interpolation_Skip24,2
577,Medha,S,ArtGallery2,Interpolation_Skip1,Linear_Skip1,2
578,Medha,S,ArtGallery2,Reference_Skip0,Linear_Skip1,1
579,Medha,S,Furniture3,Linear_Skip4,Linear_Skip1,2
580,Medha,S,Blob,Interpolation_Skip1,Linear_Skip1,1
581,Medha,S,Furniture1,Nearest_Skip4,Linear_Skip4,2
582,Medha,S,ArtGallery2,Nearest_Skip10,Interpolation_Skip10,2
583,Medha,S,ArtGallery2,Linear_Skip10,Linear_Skip24,1
584,Medha,S,Blob,Linear_Skip24,Linear_Skip10,2
585,Medha,S,Blob,Nearest_Skip4,Nearest_Skip1,2
586,Medha,S,Furniture1,Linear_Skip10,Interpolation_Skip10,2
587,Medha,S,Furniture3,Interpolation_Skip4,Interpolation_Skip10,1
588,Medha,S,Furniture3,Nearest_Skip1,Reference_Skip0,2
589,Medha,S,Blob,Nearest_Skip1,Reference_Skip0,2
590,Medha,S,Furniture1,Reference_Skip0,Linear_Skip1,2
591,Medha,S,ArtGallery2zoom,Nearest_Skip4,Linear_Skip4,1
592,Medha,S,Furniture1,Nearest_Skip24,Nearest_Skip10,2
593,Medha,S,Blob,Interpolation_Skip4,Interpolation_Skip1,2
594,Medha,S,Blob,Linear_Skip24,Nearest_Skip24,1
595,Medha,S,Furniture1,Reference_Skip0,Interpolation_Skip1,2
596,Medha,S,Blob,Nearest_Skip24,Nearest_Skip10,2
597,Medha,S,Blob,Interpolation_Skip1,Nearest_Skip1,1
598,Medha,S,Furniture1,Nearest_Skip10,Interpolation_Skip10,2
599,Medha,S,ArtGallery2,Nearest_Skip4,Nearest_Skip10,1
600,Medha,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip10,1
601,Medha,S,Blob,Reference_Skip0,Interpolation_Skip1,1
602,Medha,S,Blob,Linear_Skip10,Interpolation_Skip10,2
603,Medha,S,ArtGallery2zoom,Nearest_Skip24,Interpolation_Skip24,2
604,Medha,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,1
605,Medha,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip10,1
606,Medha,S,Furniture3,Interpolation_Skip4,Interpolation_Skip10,1
607,Medha,S,ArtGallery2,Linear_Skip24,Nearest_Skip24,1
608,Medha,S,Furniture1,Nearest_Skip24,Interpolation_Skip24,2
609,Medha,S,Furniture1,Interpolation_Skip4,Linear_Skip4,1
610,Medha,S,Furniture3,Nearest_Skip10,Nearest_Skip4,2
611,Medha,S,Furniture3,Nearest_Skip24,Nearest_Skip10,2
612,Medha,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip4,2
613,Medha,S,Blob,Nearest_Skip24,Linear_Skip24,2
614,Medha,S,ArtGallery2zoom,Linear_Skip1,Linear_Skip4,1
615,Medha,S,Furniture1,Nearest_Skip4,Nearest_Skip1,2
616,Medha,S,Furniture3,Linear_Skip1,Nearest_Skip1,1
617,Medha,S,Furniture1,Interpolation_Skip1,Reference_Skip0,2
618,Medha,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip24,1
619,Medha,S,Furniture3,Nearest_Skip1,Reference_Skip0,2
620,Medha,S,Blob,Linear_Skip1,Interpolation_Skip1,2
621,Medha,S,ArtGallery2zoom,Nearest_Skip10,Interpolation_Skip10,2
622,Medha,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip1,2
623,Medha,S,Furniture1,Interpolation_Skip4,Interpolation_Skip10,2
624,Medha,S,Furniture1,Nearest_Skip24,Nearest_Skip10,2
625,Medha,S,Blob,Linear_Skip10,Linear_Skip24,1
626,Medha,S,Furniture1,Nearest_Skip10,Nearest_Skip4,2
627,Medha,S,Furniture3,Linear_Skip1,Linear_Skip4,1
628,Medha,S,Furniture1,Interpolation_Skip4,Nearest_Skip4,1
629,Medha,S,Blob,Linear_Skip4,Linear_Skip1,2
630,Medha,S,ArtGallery2zoom,Linear_Skip10,Interpolation_Skip10,2
631,Medha,S,Blob,Nearest_Skip10,Nearest_Skip4,2
632,Medha,S,Furniture3,Linear_Skip1,Interpolation_Skip1,1
633,Medha,S,Furniture1,Linear_Skip24,Nearest_Skip24,1
634,Medha,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip4,2
635,Medha,S,Furniture1,Nearest_Skip4,Linear_Skip4,1
636,Medha,S,ArtGallery2zoom,Interpolation_Skip24,Linear_Skip24,1
637,Medha,S,ArtGallery2,Interpolation_Skip24,Linear_Skip24,1
638,Medha,S,Furniture3,Nearest_Skip4,Linear_Skip4,2
639,Medha,S,ArtGallery2,Interpolation_Skip1,Reference_Skip0,1
640,Medha,S,Furniture3,Linear_Skip4,Linear_Skip10,1
641,Medha,S,ArtGallery2zoom,Nearest_Skip1,Interpolation_Skip1,1
642,Medha,S,ArtGallery2,Linear_Skip1,Interpolation_Skip1,2
643,Medha,S,Furniture1,Nearest_Skip10,Interpolation_Skip10,2
644,Medha,S,ArtGallery2,Interpolation_Skip10,Interpolation_Skip24,1
645,Medha,S,Blob,Nearest_Skip24,Nearest_Skip10,2
646,Medha,S,Furniture1,Interpolation_Skip4,Interpolation_Skip1,2
647,Medha,S,Furniture3,Interpolation_Skip1,Interpolation_Skip4,1
648,Medha,S,Furniture1,Nearest_Skip1,Linear_Skip1,1
649,Medha,S,Furniture3,Interpolation_Skip10,Linear_Skip10,1
650,Medha,S,Furniture1,Interpolation_Skip10,Linear_Skip10,1
651,Medha,S,Furniture3,Nearest_Skip1,Nearest_Skip4,1
652,Medha,S,Furniture1,Interpolation_Skip10,Interpolation_Skip24,2
653,Medha,S,ArtGallery2zoom,Interpolation_Skip1,Linear_Skip1,1
654,Medha,S,ArtGallery2,Linear_Skip4,Interpolation_Skip4,1
655,Medha,S,ArtGallery2zoom,Nearest_Skip4,Linear_Skip4,2
656,Medha,S,Furniture3,Nearest_Skip10,Interpolation_Skip10,2
657,Medha,S,Furniture3,Linear_Skip10,Linear_Skip24,1
658,Medha,S,Furniture3,Interpolation_Skip1,Nearest_Skip1,1
659,Medha,S,ArtGallery2zoom,Reference_Skip0,Linear_Skip1,1
660,Medha,S,Blob,Interpolation_Skip4,Linear_Skip4,2
661,Medha,S,Furniture1,Nearest_Skip1,Interpolation_Skip1,2
662,Medha,S,Furniture3,Interpolation_Skip1,Reference_Skip0,2
663,Medha,S,ArtGallery2,Linear_Skip1,Linear_Skip4,1
664,Medha,S,Furniture3,Nearest_Skip24,Linear_Skip24,1
665,Medha,S,Furniture1,Linear_Skip10,Nearest_Skip10,1
666,Medha,S,ArtGallery2,Nearest_Skip10,Nearest_Skip4,2
667,Medha,S,ArtGallery2,Nearest_Skip1,Nearest_Skip4,1
668,Medha,S,ArtGallery2,Linear_Skip4,Nearest_Skip4,2
669,Medha,S,Furniture3,Nearest_Skip10,Linear_Skip10,1
670,Medha,S,Blob,Nearest_Skip10,Interpolation_Skip10,2
671,Medha,S,Furniture3,Interpolation_Skip4,Nearest_Skip4,1
672,Medha,S,ArtGallery2,Nearest_Skip24,Interpolation_Skip24,2
673,Medha,S,ArtGallery2,Linear_Skip10,Linear_Skip4,2
674,Medha,S,ArtGallery2,Linear_Skip24,Linear_Skip10,2
675,Medha,S,Blob,Interpolation_Skip10,Interpolation_Skip24,1
676,Medha,S,Blob,Nearest_Skip1,Linear_Skip1,1
677,Medha,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,1
678,Medha,S,ArtGallery2zoom,Interpolation_Skip24,Interpolation_Skip10,2
679,Medha,S,Blob,Nearest_Skip24,Interpolation_Skip24,2
680,Medha,S,Blob,Linear_Skip24,Interpolation_Skip24,2
681,Medha,S,Blob,Nearest_Skip4,Interpolation_Skip4,2
682,Medha,S,Furniture3,Interpolation_Skip24,Linear_Skip24,1
683,Medha,S,ArtGallery2,Nearest_Skip4,Interpolation_Skip4,2
684,Medha,S,Furniture3,Nearest_Skip24,Interpolation_Skip24,2
685,Medha,S,Furniture3,Interpolation_Skip4,Linear_Skip4,1
686,Medha,S,Blob,Nearest_Skip1,Reference_Skip0,2
687,Medha,S,ArtGallery2zoom,Nearest_Skip1,Linear_Skip1,2
688,Medha,S,ArtGallery2,Reference_Skip0,Nearest_Skip1,1
689,Medha,S,ArtGallery2zoom,Nearest_Skip1,Nearest_Skip4,1
690,Medha,S,ArtGallery2zoom,Reference_Skip0,Interpolation_Skip1,1
691,Medha,S,Blob,Interpolation_Skip4,Interpolation_Skip10,1
692,Medha,S,Furniture3,Linear_Skip1,Reference_Skip0,1
693,Medha,S,Furniture1,Linear_Skip4,Linear_Skip10,1
694,Medha,S,ArtGallery2zoom,Linear_Skip24,Linear_Skip10,2
695,Medha,S,Furniture1,Nearest_Skip1,Reference_Skip0,1
696,Medha,S,ArtGallery2,Linear_Skip10,Interpolation_Skip10,2
697,Medha,S,Furniture1,Linear_Skip24,Linear_Skip10,2
698,Medha,S,ArtGallery2zoom,Nearest_Skip24,Linear_Skip24,2
699,Medha,S,Blob,Linear_Skip4,Nearest_Skip4,1
700,Medha,S,ArtGallery2,Interpolation_Skip10,Nearest_Skip10,1
701,Medha,S,ArtGallery2,Linear_Skip1,Nearest_Skip1,1
702,Medha,S,Blob,Linear_Skip10,Linear_Skip4,2
703,Medha,S,ArtGallery2zoom,Nearest_Skip1,Reference_Skip0,1
704,Medha,S,ArtGallery2zoom,Interpolation_Skip4,Linear_Skip4,1
705,Medha,S,Furniture1,Linear_Skip1,Linear_Skip4,1
706,Medha,S,ArtGallery2,Nearest_Skip1,Interpolation_Skip1,2
707,Medha,S,ArtGallery2,Reference_Skip0,Linear_Skip1,1
708,Medha,S,Blob,Nearest_Skip1,Interpolation_Skip1,2
709,Medha,S,Blob,Linear_Skip10,Nearest_Skip10,1
710,Medha,S,ArtGallery2,Nearest_Skip24,Nearest_Skip10,2
711,Medha,S,Furniture1,Interpolation_Skip1,Linear_Skip1,2
712,Medha,S,Furniture3,Interpolation_Skip10,Interpolation_Skip24,1
713,Medha,S,Blob,Interpolation_Skip4,Interpolation_Skip1,2
714,Medha,S,Blob,Reference_Skip0,Linear_Skip1,1
715,Medha,S,ArtGallery2,Interpolation_Skip1,Interpolation_Skip4,1
716,Medha,S,Furniture1,Linear_Skip1,Reference_Skip0,1
717,Medha,S,ArtGallery2,Nearest_Skip10,Linear_Skip10,2
718,Medha,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,2
719,Medha,S,Blob,Nearest_Skip1,Nearest_Skip4,1
720,Medha,S,Furniture1,Linear_Skip24,Interpolation_Skip24,2
721,priyanka,S,ArtGallery2,Interpolation_Skip4,Linear_Skip4,1
722,priyanka,S,Furniture1,Interpolation_Skip1,Linear_Skip1,2
723,priyanka,S,ArtGallery2,Linear_Skip4,Nearest_Skip4,2
724,priyanka,S,Furniture1,Linear_Skip24,Interpolation_Skip24,2
725,priyanka,S,Furniture3,Interpolation_Skip4,Interpolation_Skip10,1
726,priyanka,S,Blob,Interpolation_Skip4,Linear_Skip4,1
727,priyanka,S,Furniture1,Linear_Skip1,Linear_Skip4,2
728,priyanka,S,Blob,Interpolation_Skip1,Interpolation_Skip4,1
729,priyanka,S,ArtGallery2,Linear_Skip10,Linear_Skip24,1
730,priyanka,S,Furniture1,Nearest_Skip24,Nearest_Skip10,2
731,priyanka,S,Furniture3,Nearest_Skip4,Linear_Skip4,1
732,priyanka,S,Furniture3,Reference_Skip0,Interpolation_Skip1,2
733,priyanka,S,Furniture3,Nearest_Skip1,Reference_Skip0,2
734,priyanka,S,ArtGallery2,Interpolation_Skip10,Interpolation_Skip4,2
735,priyanka,S,Furniture3,Nearest_Skip1,Linear_Skip1,1
736,priyanka,S,Furniture3,Nearest_Skip4,Interpolation_Skip4,1
737,priyanka,S,Furniture3,Interpolation_Skip4,Linear_Skip4,2
738,priyanka,S,Blob,Nearest_Skip4,Linear_Skip4,1
739,priyanka,S,Furniture1,Nearest_Skip4,Interpolation_Skip4,2
740,priyanka,S,ArtGallery2zoom,Interpolation_Skip10,Nearest_Skip10,2
741,priyanka,S,Furniture1,Nearest_Skip24,Interpolation_Skip24,2
742,priyanka,S,Furniture3,Interpolation_Skip10,Nearest_Skip10,2
743,priyanka,S,Blob,Linear_Skip4,Linear_Skip10,1
744,priyanka,S,ArtGallery2zoom,Linear_Skip1,Reference_Skip0,1
745,priyanka,S,ArtGallery2zoom,Linear_Skip24,Linear_Skip10,2
746,priyanka,S,Blob,Interpolation_Skip1,Nearest_Skip1,2
747,priyanka,S,Furniture1,Interpolation_Skip1,Nearest_Skip1,2
748,priyanka,S,Blob,Linear_Skip24,Interpolation_Skip24,1
749,priyanka,S,Furniture3,Interpolation_Skip1,Linear_Skip1,1
750,priyanka,S,Furniture1,Interpolation_Skip10,Nearest_Skip10,2
